chr	start	end	DMSO-1	DMSO-2	DMSO-3	DMSO-CD19-1	DMSO-CD19-2	DMSO-CD19-3	GSK-1	GSK-2	GSK-3	GSK-CD19-1	GSK-CD19-2	GSK-CD19-3	PBMC-1	PBMC-2	PBMC-3	PBMC-CD19-1	PBMC-CD19-2	PBMC-CD19-3
13	16695609	16695728	0	7	6	36	23	22	8	13	21	7	0	2	22	17	16	4	4	4
18	47294983	47295051	4	0	2	0	12	7	10	2	10	0	0	0	4	8	18	12	4	6
19	26914265	26914476	0	2	4	32	25	37	18	29	26	14	4	5	41	32	4	8	12	6
20	40881646	40881706	2	6	0	15	10	11	9	2	6	0	0	0	13	8	23	8	4	5
3	85530467	85530585	0	1	0	9	4	23	2	9	12	4	9	0	8	14	8	8	0	3
15	91349259	91349446	0	4	0	13	16	15	12	19	28	32	10	26	17	27	40	15	10	14
X	150479889	150479998	4	2	2	14	13	16	9	4	16	0	5	0	4	5	34	10	0	2
8	119628835	119629100	0	4	1	15	27	0	23	5	12	2	6	2	11	10	0	7	4	6
17	18033583	18033773	4	0	6	52	60	56	45	32	31	47	38	37	31	18	34	16	40	24
16	89401778	89401884	0	2	1	25	24	14	10	17	10	1	13	10	24	20	44	4	7	6
19	26186126	26186443	6	4	2	34	30	42	28	18	34	0	10	8	28	37	9	6	4	6
9	127396686	127397373	50	34	56	622	1111	925	636	676	748	405	290	351	625	591	978	246	251	201
10	88252636	88252778	0	5	0	21	17	18	8	12	6	2	6	6	6	11	26	15	6	0
1	7410908	7411019	0	0	6	10	10	19	8	3	10	8	2	5	20	4	31	11	0	2
7	59516287	59516487	0	2	2	28	12	12	11	18	13	0	6	4	5	14	4	2	0	2
10	46525931	46526007	6	2	2	20	10	14	17	10	16	0	4	4	15	12	54	8	13	0
6	77124342	77124432	2	0	0	20	7	16	11	8	0	2	6	1	10	8	26	3	2	8
1	66357520	66357709	1	2	0	33	22	25	6	19	28	22	22	22	26	11	44	9	12	7
X	38833641	38833830	2	2	0	20	8	27	5	8	12	0	2	1	0	9	16	2	2	3
7	10517208	10517288	0	2	0	5	7	10	9	13	5	0	6	0	1	4	26	2	0	4
10	36067454	36067526	0	3	0	16	11	5	2	11	11	4	0	6	11	4	25	8	6	0
8	37891803	37892236	20	14	8	104	189	167	203	183	216	239	194	248	192	162	420	126	160	158
10	75333885	75333975	0	0	0	13	7	11	14	2	8	2	2	2	6	8	28	4	2	0
4	50355871	50356149	2	4	0	41	31	30	20	14	54	10	8	12	39	44	16	17	24	6
X	132991244	132991388	2	4	3	5	10	24	6	2	14	0	0	0	4	8	12	0	0	3
19	12689385	12689476	0	2	0	15	20	1	8	7	12	3	7	2	8	14	50	11	3	9
13	16432192	16432415	2	12	0	18	22	20	20	15	22	2	10	0	24	8	2	6	8	8
1	109788310	109788478	7	11	0	30	60	52	31	43	63	10	27	16	54	22	81	14	10	29
X	86171289	86171426	0	1	2	13	6	9	8	20	18	3	2	3	14	21	30	0	3	9
2	46510935	46511005	0	0	0	4	14	14	6	0	12	7	4	4	2	6	24	1	6	10
7	140558284	140558346	1	0	1	6	14	8	8	11	12	7	4	0	0	14	26	10	6	12
20	55251232	55251457	12	2	4	16	12	22	20	7	21	6	4	8	3	12	93	2	2	0
6	66449633	66449777	6	0	0	15	13	6	2	10	12	2	4	0	0	5	28	8	4	4
X	129865666	129865730	0	0	2	4	4	9	4	4	10	2	0	0	12	8	14	0	0	0
X	15674762	15675866	32	44	39	533	881	746	497	515	577	326	226	285	497	408	1190	237	217	185
2	130510406	130510476	14	0	4	13	4	16	8	10	8	0	0	1	6	8	35	6	14	4
X	107531091	107531161	0	6	0	4	10	10	3	5	9	2	0	2	4	5	37	0	0	4
11	52663466	52663629	2	0	0	12	7	15	4	24	22	10	6	0	16	9	2	2	8	6
13	111284135	111284228	0	4	0	9	19	2	2	2	8	10	0	11	12	3	38	8	6	2
3	8324904	8325029	6	5	0	18	13	11	7	20	9	6	0	0	2	12	30	13	7	10
2	196178059	196178153	0	2	2	17	16	21	24	23	37	23	12	27	31	37	54	20	12	34
X	140410140	140410282	4	2	0	10	25	10	4	6	18	8	0	0	10	7	8	0	2	2
14	19694293	19694410	1	0	0	8	19	15	8	10	23	10	11	4	27	21	34	12	10	11
14	40008192	40008266	0	0	2	16	7	6	9	12	2	0	4	0	3	7	20	6	0	4
9	67234104	67234164	0	0	0	1	6	2	10	9	10	8	10	0	4	10	24	6	7	1
X	103423068	103423171	0	5	0	6	10	16	6	7	2	2	1	1	13	6	24	0	0	2
4	49838049	49838263	1	4	0	43	26	30	30	26	38	10	12	8	27	25	6	19	16	6
3	19441031	19441107	0	6	4	19	16	8	2	7	8	8	2	0	2	8	20	0	0	2
X	26399352	26399807	10	4	0	27	26	34	22	18	20	2	2	4	20	16	54	8	10	4
X	106139160	106139323	0	0	2	14	21	17	12	8	12	2	2	3	18	8	34	2	10	3
4	51337025	51337146	2	2	0	39	22	30	21	12	22	12	8	4	38	20	8	4	2	6
7	27680453	27680593	0	0	3	6	26	10	7	10	9	2	4	4	18	12	0	2	4	0
X	3676744	3676900	3	0	0	8	33	14	9	12	9	2	2	5	5	6	0	2	6	0
2	119862562	119862642	0	0	0	7	19	8	15	19	2	9	8	10	5	15	24	4	7	2
1	3832383	3832486	0	0	1	13	13	3	4	8	3	4	0	6	5	6	42	2	3	0
16	47053317	47053379	2	0	0	6	11	8	12	4	2	0	7	4	6	11	22	0	4	0
19	55852714	55852782	0	0	0	8	4	10	6	9	4	2	0	2	12	8	24	6	0	2
6	85237630	85237689	0	0	0	10	4	11	5	5	4	7	0	0	7	6	22	2	2	0
5	133058413	133058583	0	6	0	17	5	15	12	6	12	6	7	4	26	12	31	4	7	0
X	48794795	48794860	0	3	4	12	8	12	5	10	8	0	0	2	12	4	26	1	0	2
Y	9389471	9389651	4	7	8	0	0	0	10	6	2	22	22	10	4	1	2	8	11	19
19	29772880	29772940	2	0	2	15	18	14	1	6	4	6	0	3	14	5	30	7	4	0
10	60493001	60493063	5	0	2	11	5	2	0	3	5	0	0	0	6	12	24	5	1	0
4	50191954	50192065	0	1	0	26	14	23	14	6	27	11	14	6	24	16	4	8	6	4
8	51540092	51540196	0	2	4	6	4	9	0	6	0	0	0	4	19	8	18	12	4	5
8	37154759	37154832	0	0	0	12	4	12	17	4	3	4	13	0	9	6	24	4	6	2
5	48352960	48353021	0	2	0	14	24	12	16	22	26	6	10	2	22	14	18	4	10	4
X	2638380	2638583	0	7	0	5	15	18	6	22	22	26	20	10	10	16	64	14	12	7
9	91389661	91389721	2	0	0	9	6	6	4	10	4	2	0	1	11	8	17	0	0	0
7	28560835	28560982	0	0	3	10	4	6	4	17	14	3	2	3	8	6	56	0	2	6
17	77822533	77822660	0	2	2	17	13	16	10	16	18	11	20	8	13	7	50	14	0	6
11	15281586	15281652	0	1	1	9	18	4	5	7	15	7	8	8	16	9	24	0	0	4
X	87301824	87301888	0	2	1	10	6	11	5	2	5	0	5	0	4	4	27	0	0	0
1	123595063	123595138	2	2	0	52	18	32	14	38	24	8	8	12	33	20	40	18	12	8
7	96673533	96673637	6	2	0	0	9	14	0	10	10	1	4	0	7	10	22	2	9	6
9	99129144	99129265	0	6	0	11	8	13	24	6	10	6	8	3	10	14	0	0	4	2
Y	872087	872467	8	4	4	12	11	10	18	16	12	7	0	6	4	17	96	8	4	0
11	27165404	27165473	2	1	11	7	11	16	4	10	12	0	4	4	0	8	19	4	0	0
13	28350442	28350582	0	2	0	20	19	22	7	11	16	6	5	6	21	10	34	2	14	3
X	74931283	74931367	0	2	0	9	6	10	12	10	4	1	4	3	7	0	34	8	4	0
2	120402476	120402545	0	3	0	13	9	12	6	18	11	6	12	0	16	5	38	3	7	8
X	135719979	135720252	2	0	6	14	19	18	12	10	14	4	7	8	22	6	54	0	10	2
X	78935023	78935082	0	0	2	2	9	2	6	6	2	4	0	0	17	10	22	8	2	0
6	10528256	10528316	0	0	5	1	6	7	7	7	11	8	3	11	11	4	25	0	13	0
12	130440039	130440267	0	8	5	18	38	15	5	13	22	20	12	8	15	24	106	16	10	1
Y	20349282	20349531	10	10	3	0	0	0	12	0	2	16	3	10	2	2	4	9	9	20
11	53301086	53301612	4	6	4	104	66	78	62	86	64	18	16	12	74	68	16	24	20	8
X	71129319	71129401	0	3	0	17	18	12	11	14	22	7	6	8	20	8	32	11	2	1
8	137889330	137889411	4	0	4	4	14	2	20	4	11	2	0	0	3	0	20	2	2	0
X	9834172	9834250	6	4	0	6	19	14	2	10	15	4	1	0	2	16	24	4	4	0
14	88439793	88439904	0	0	4	4	2	15	5	8	0	0	10	1	8	4	24	0	6	2
8	99872029	99872095	2	0	0	8	8	6	5	8	15	0	5	0	8	2	18	2	0	10
20	20537938	20538082	0	0	4	16	13	22	8	20	13	7	6	0	20	13	12	3	4	8
4	51522343	51522535	0	1	2	32	16	29	19	24	17	10	11	1	17	26	4	9	11	12
14	24899579	24899699	4	0	4	8	6	11	7	14	11	0	8	0	14	7	26	0	8	4
6	104495216	104495328	0	2	0	6	3	4	8	12	11	2	1	0	10	12	42	3	8	10
7	58246649	58246773	4	0	2	25	21	21	13	16	13	4	3	0	9	18	9	5	1	2
11	52697698	52697852	2	0	0	28	21	18	13	16	20	8	2	6	9	14	10	4	8	1
10	97656946	97657040	5	0	0	8	14	23	11	5	11	2	10	8	12	10	28	2	8	0
17	74551302	74551431	2	4	2	17	11	14	0	14	16	7	10	0	14	8	64	11	14	10
1	202483780	202484005	7	0	0	6	10	11	8	10	15	6	10	0	10	10	0	20	6	2
3	101938550	101938668	0	4	0	10	21	11	24	25	21	22	14	2	12	14	16	12	22	25
1	23119284	23119479	1	6	0	22	26	20	37	17	49	24	17	17	23	35	70	16	15	14
4	49972008	49972364	8	9	7	193	121	158	116	162	163	50	80	31	162	148	84	66	62	60
X	20869496	20869555	2	2	0	12	8	8	8	6	10	0	0	4	12	2	18	0	0	4
X	68443319	68443390	0	0	5	10	16	15	13	23	6	6	8	9	14	6	30	4	12	0
7	44590656	44590806	0	2	6	11	20	1	7	7	9	0	10	6	19	8	10	26	6	0
9	36974854	36974933	0	1	0	7	9	10	4	9	16	4	0	0	4	13	26	5	3	4
8	7863665	7863796	8	2	6	28	43	49	16	14	34	14	15	8	22	25	51	4	0	6
X	10626381	10626483	2	2	0	7	6	12	4	6	10	0	0	0	8	18	24	2	1	2
6	22554439	22554558	4	9	0	12	14	14	11	19	10	4	4	0	14	4	36	6	5	0
1	123500692	123500918	26	22	23	0	0	3	6	2	6	12	32	10	8	2	4	16	13	10
11	54295327	54295551	4	4	9	30	51	41	16	22	22	2	6	6	35	22	2	2	1	5
4	50451816	50451921	2	2	0	28	19	22	18	12	10	9	12	4	17	24	6	4	0	3
X	63530128	63530214	0	6	0	9	2	11	6	5	7	2	3	0	2	13	26	2	0	0
7	110772510	110772675	0	3	2	17	10	32	12	13	14	2	0	1	12	16	10	2	2	7
4	47599193	47599269	0	0	3	4	5	0	6	10	8	0	4	2	11	8	19	1	0	0
13	48255155	48255269	4	0	0	8	0	11	10	12	10	2	6	2	18	17	30	4	2	7
21	12361499	12361707	22	28	39	5	4	0	6	6	4	18	26	15	6	7	0	14	18	16
14	99920304	99920385	4	0	3	11	31	8	8	14	3	8	9	0	8	3	34	0	8	6
X	107547645	107547719	0	0	0	6	12	12	4	7	10	2	2	0	8	11	26	1	4	2
14	69574844	69574913	0	2	0	18	24	23	16	13	26	17	15	16	14	19	38	11	13	14
X	80907386	80907512	0	4	0	6	10	12	8	14	10	6	6	0	2	8	26	2	8	0
17	49289730	49289807	0	0	0	8	6	6	10	13	6	0	4	0	5	2	18	14	5	2
4	50305070	50305291	2	3	0	31	23	22	29	24	42	7	4	8	32	31	4	6	6	9
15	78973122	78973233	2	2	1	13	15	19	20	13	16	8	0	5	11	18	26	8	8	0
13	22268469	22268549	0	0	6	7	22	9	12	8	14	0	5	2	0	5	18	4	8	3
7	96648963	96649077	8	0	2	18	10	10	8	7	9	0	5	1	5	0	18	9	0	2
2	196163462	196163592	1	1	0	20	16	20	20	37	23	42	11	16	19	24	12	12	14	24
X	51868454	51868517	4	0	9	2	8	6	9	12	2	0	4	0	17	4	16	5	0	0
21	11026015	11026154	1	0	6	41	18	36	21	25	17	4	2	6	16	37	12	8	6	7
14	74699313	74699375	2	0	0	12	8	3	2	17	10	4	6	0	11	10	22	0	3	6
16	46659099	46659245	3	0	0	10	8	15	22	18	12	8	8	2	7	0	4	2	21	10
20	56547872	56547932	0	2	0	8	21	9	10	0	0	4	4	7	6	8	24	6	1	4
17	33267696	33267792	0	2	0	8	13	10	9	2	9	2	1	0	13	12	36	6	4	4
6	18511112	18511208	2	6	0	12	25	15	10	10	13	0	3	2	8	6	22	6	2	0
X	24711026	24711084	6	0	0	14	9	10	5	4	8	2	2	4	0	0	16	2	0	0
11	52650228	52650352	5	0	0	36	28	12	14	26	22	7	18	10	28	20	10	14	4	6
4	25821397	25821486	8	0	0	12	6	8	1	7	12	0	0	2	18	4	18	2	2	7
X	44345488	44345606	0	0	0	11	4	5	0	12	2	0	0	0	21	4	2	2	2	0
19	47173282	47173364	0	0	10	6	15	8	8	2	14	0	6	5	7	5	24	1	4	0
12	217237	217316	0	7	0	3	6	25	4	8	13	5	4	2	10	13	39	3	3	0
10	608239	608335	0	1	2	10	2	10	6	8	6	2	4	2	10	0	60	5	6	0
X	62305681	62305918	6	2	4	49	17	16	20	23	18	4	14	3	20	22	3	2	0	2
1	172181026	172181084	0	7	0	10	10	7	14	13	2	7	8	0	7	4	24	0	8	8
1	234675662	234675727	6	0	0	9	10	8	12	9	2	0	12	0	6	11	24	2	5	7
13	83803914	83803990	2	2	0	10	8	9	1	10	5	2	0	0	6	7	20	9	0	0
19	12377450	12377508	0	8	4	10	11	6	0	0	5	0	4	2	4	6	20	6	0	0
11	53464488	53464680	2	5	1	40	50	40	43	54	52	6	12	10	47	39	8	14	26	18
X	64538518	64538588	4	0	3	0	1	8	10	4	10	0	0	2	8	2	18	0	0	0
6	31513899	31514003	8	0	0	12	13	13	9	12	9	2	4	0	8	4	42	4	10	2
11	108910738	108910813	0	4	0	2	6	8	2	9	16	4	5	0	13	8	32	6	4	0
15	43167859	43167922	4	0	0	12	4	10	12	14	22	0	4	7	6	5	18	0	4	4
22	22708289	22708363	5	7	0	11	3	9	9	13	4	0	1	0	9	6	36	1	15	5
1	29524563	29524639	2	0	2	11	18	7	5	14	14	2	0	4	6	2	36	2	0	4
13	30686802	30686873	2	1	0	4	16	19	9	4	12	1	0	0	6	4	28	8	4	8
X	150717963	150718069	0	0	0	16	8	10	9	2	9	0	6	5	7	11	25	4	2	2
X	75839524	75839605	0	1	0	11	3	8	0	10	9	0	0	0	6	2	20	2	4	3
1	181549773	181549855	0	0	2	8	9	17	16	10	6	9	13	0	12	8	38	10	8	6
13	97136576	97136641	2	6	0	0	6	21	4	2	11	6	0	4	10	3	26	6	0	10
11	82854024	82854131	3	0	3	17	8	7	8	1	11	4	5	0	4	13	24	0	2	0
1	89870004	89870081	4	8	0	8	5	0	6	6	14	6	0	3	0	12	22	6	0	3
7	152345431	152345651	2	2	2	9	11	6	0	2	16	6	2	6	26	15	20	5	0	0
12	131490612	131490672	4	6	0	6	4	13	2	0	6	5	13	0	14	2	30	3	9	0
1	117699198	117699258	2	0	6	14	9	5	11	2	5	0	4	0	8	0	22	6	5	0
11	53746261	53746612	4	4	4	87	90	88	42	88	78	25	32	18	89	87	16	28	26	22
5	166342570	166342652	7	4	6	12	10	0	2	2	9	0	0	1	0	10	22	6	2	14
7	69047538	69047614	0	2	0	24	0	12	4	5	0	4	8	6	8	6	20	9	1	3
X	53208227	53208368	2	6	2	8	19	16	8	0	12	0	0	1	2	10	6	1	0	1
9	128252824	128253058	2	0	6	32	22	46	24	15	30	12	13	14	30	42	82	32	10	18
3	96181877	96182005	4	2	1	29	15	13	4	17	14	0	0	4	9	10	32	13	4	4
1	162448660	162448829	3	2	0	28	8	15	13	10	21	2	0	2	21	18	12	2	9	8
X	43211649	43211767	2	4	2	18	12	8	15	12	8	0	2	4	0	8	34	6	8	0
2	214760818	214760890	0	2	0	4	8	13	8	2	14	0	0	2	2	8	22	2	0	4
1	147073230	147073295	0	0	4	13	4	11	4	7	15	2	13	2	15	14	30	7	3	0
10	40856723	40856837	13	12	6	4	0	0	0	0	2	6	13	6	2	0	0	2	8	8
X	51644870	51644957	4	5	0	16	8	10	10	16	12	2	4	0	11	10	32	0	2	10
5	80590772	80590832	0	5	5	8	16	3	6	10	12	0	3	2	2	5	34	6	0	0
X	150216124	150216399	0	2	4	19	26	34	17	36	16	11	10	2	19	24	54	4	8	9
11	14060815	14060876	0	0	0	15	4	4	15	5	16	5	4	1	8	6	22	4	2	0
X	33591852	33591924	2	0	0	7	22	5	0	6	10	4	3	2	8	2	18	0	1	0
14	98155184	98155242	2	0	0	6	2	6	10	5	13	1	4	0	10	4	26	2	0	0
22	32965484	32965598	4	0	4	12	18	4	8	8	14	2	0	3	8	9	36	13	0	2
12	36332971	36333137	10	14	2	38	28	24	15	22	16	4	4	2	28	22	2	0	24	10
15	59448021	59448109	4	1	2	17	13	14	4	6	11	0	5	7	16	10	22	2	0	0
16	80539407	80539495	0	2	0	13	11	9	6	14	3	0	2	2	10	14	26	10	1	3
12	123050628	123050707	0	2	0	7	11	11	4	10	9	0	5	0	17	4	25	8	7	4
9	45234110	45234397	2	12	4	92	60	68	66	72	60	21	38	24	91	74	8	24	16	12
4	110418708	110418818	2	0	3	15	6	22	2	14	10	0	7	0	10	15	23	4	6	9
X	103918166	103918226	2	0	0	24	23	17	18	19	26	12	13	10	11	20	25	14	17	4
22	49826008	49826138	0	9	2	21	37	38	21	43	37	31	26	23	37	37	74	24	13	38
16	10509710	10509827	0	0	4	19	27	29	13	17	34	18	12	17	18	14	34	12	6	9
1	113993802	113993872	2	0	3	0	8	11	0	9	11	0	7	4	1	5	22	2	7	0
X	110880947	110881050	4	2	2	13	9	8	8	12	0	0	2	0	6	4	32	8	2	0
10	102316434	102316542	0	4	6	14	6	4	1	6	23	0	3	0	6	14	2	5	0	0
4	11161480	11161594	1	0	0	6	7	23	8	5	6	0	2	0	0	11	1	12	2	4
10	66316490	66316562	2	0	0	9	6	3	6	10	10	0	0	0	0	2	21	2	4	7
3	56656447	56656559	0	0	2	4	14	6	7	12	8	0	12	2	0	4	26	12	3	4
20	61333206	61333264	2	2	4	3	13	11	0	11	5	5	0	0	10	12	26	7	2	0
1	111507690	111507758	0	0	4	14	25	24	29	23	19	21	17	12	29	17	30	13	17	9
14	66098945	66099105	0	0	2	16	26	16	11	14	4	5	2	0	6	5	18	4	10	9
9	6135965	6136063	0	0	3	13	15	10	8	12	12	12	10	10	21	14	28	6	0	8
2	217621916	217621992	0	4	0	8	5	6	0	8	5	8	10	2	15	2	20	0	6	0
12	127787712	127787809	4	2	0	4	14	14	6	8	0	2	6	2	8	8	50	8	10	0
15	52790034	52790105	4	0	3	11	6	13	14	10	14	0	4	1	12	3	36	0	5	4
2	135870790	135870864	0	6	5	2	7	21	3	11	15	16	0	9	11	7	24	2	11	0
1	150364546	150364798	0	13	14	52	95	67	39	51	46	23	30	31	43	34	116	29	15	54
1	25528185	25528256	0	0	0	15	8	9	10	12	14	2	5	6	10	15	34	8	3	12
16	37702865	37703015	0	4	0	14	12	11	7	6	30	6	2	2	8	0	6	0	2	2
12	35951193	35951323	6	0	2	20	20	6	20	26	24	0	10	6	18	20	4	5	10	2
7	130720335	130720432	0	6	0	9	2	15	8	8	12	6	5	13	9	4	24	0	5	0
17	47501430	47501490	0	4	0	6	10	8	10	9	6	4	2	0	10	7	21	0	2	0
8	142413303	142413548	0	8	4	8	8	30	8	16	0	4	7	6	16	10	89	4	9	6
X	109906405	109906550	5	0	2	7	7	27	0	8	11	4	0	5	10	6	6	2	0	0
12	73289481	73289539	0	2	0	4	11	11	4	2	13	4	4	0	12	13	24	7	6	0
20	61289160	61289280	0	6	6	22	11	18	4	2	26	4	6	4	24	12	44	7	6	0
11	62506095	62506173	0	4	2	8	2	10	3	11	11	3	0	4	7	10	36	6	0	0
6	61282650	61282739	0	0	0	8	6	6	12	3	5	4	2	0	13	9	24	4	3	0
3	16177932	16178036	4	0	0	12	10	3	8	10	8	10	2	0	6	4	34	7	0	6
12	45152616	45152746	0	1	3	0	10	8	17	6	3	2	5	0	16	12	33	6	7	2
X	153776463	153776654	2	6	6	21	29	19	7	30	28	15	14	10	19	28	128	14	0	12
15	62607775	62607883	1	5	0	2	8	10	6	18	12	4	4	0	7	2	25	0	0	2
11	1950628	1950727	0	0	0	3	11	6	2	12	8	2	0	0	6	7	29	2	4	2
11	736626	736725	2	0	1	12	11	8	7	8	18	2	7	1	24	0	30	2	10	7
6	73917884	73917942	4	0	4	5	15	7	10	2	18	0	4	0	2	12	18	0	6	1
20	28594980	28595044	2	0	2	14	12	8	8	15	18	0	10	4	14	14	20	8	8	0
3	22129639	22129771	0	0	1	12	3	6	2	2	24	0	8	3	12	2	0	10	4	0
11	116993652	116993973	4	10	0	17	19	35	26	26	49	57	49	47	27	28	106	19	25	37
7	59340639	59340812	4	0	2	17	19	29	19	13	15	0	1	4	15	18	6	4	6	4
1	238786739	238786834	0	5	2	18	6	10	12	7	6	0	0	5	7	11	22	2	8	0
9	20284340	20284420	0	0	0	4	7	4	4	2	11	4	2	0	0	11	26	0	6	2
16	21362324	21362491	1	0	0	6	26	19	0	4	22	6	9	2	11	9	8	8	6	7
13	34555955	34556064	4	0	2	4	10	8	8	0	8	8	8	0	22	6	10	3	0	0
22	49137297	49137404	1	0	0	10	8	10	0	9	27	2	3	12	10	11	18	10	8	4
8	17881200	17881295	0	0	0	14	6	19	10	4	6	3	2	0	6	10	24	6	3	2
12	9427003	9427117	4	0	2	16	10	18	20	20	29	1	4	2	18	2	36	11	8	3
X	116628165	116628232	0	0	0	10	8	8	8	4	2	5	0	5	10	2	18	2	0	0
1	9038990	9039051	6	0	5	0	10	13	4	19	16	8	12	3	8	4	32	0	12	2
4	63552747	63552891	2	0	1	17	8	9	6	10	15	0	2	4	11	8	30	0	4	2
X	48903259	48903334	2	5	0	6	16	8	4	15	8	0	0	6	8	0	28	2	6	6
10	70223419	70223549	2	0	1	7	19	15	7	4	9	6	4	2	32	9	0	10	0	2
13	16693418	16693606	22	13	20	10	7	6	0	6	0	2	12	12	14	16	0	7	14	11
2	190180566	190180729	2	0	1	20	25	13	14	21	16	29	4	2	22	27	20	7	25	12
4	50689849	50690037	0	1	2	37	20	22	16	27	45	10	15	4	27	23	8	8	8	8
4	9334413	9334544	4	6	0	32	32	32	20	11	28	2	20	4	24	24	70	12	12	12
10	40155382	40155513	8	7	10	0	2	0	0	0	2	8	10	4	0	2	0	15	3	10
6	162716735	162716811	0	0	2	6	10	3	6	2	2	3	6	0	8	10	30	8	0	0
14	54678409	54678521	0	0	0	8	8	13	6	6	2	11	7	3	9	6	36	6	4	0
11	53375354	53375421	2	1	0	22	28	26	26	34	32	14	22	6	34	20	16	10	20	14
X	107429019	107429080	1	1	0	9	8	8	5	0	16	4	6	0	10	2	26	0	2	2
X	18164050	18164166	4	0	0	4	10	14	10	2	18	3	2	0	3	7	26	5	0	2
20	32859180	32859303	0	6	4	12	11	4	14	12	18	0	8	0	13	16	24	4	18	9
1	202183818	202183921	0	2	2	7	53	20	19	24	18	20	24	30	16	16	62	18	15	8
14	60421277	60421588	8	0	10	26	9	14	10	40	21	2	10	0	18	12	32	10	6	4
1	145549438	145549535	3	0	0	13	8	5	12	7	9	0	2	0	9	10	29	4	7	6
14	90741050	90741114	2	0	0	8	6	7	6	9	11	0	10	6	16	13	20	2	6	0
19	17855699	17855803	11	2	0	13	39	32	36	39	37	45	38	23	40	30	64	31	27	17
2	171177177	171177244	0	4	0	12	5	12	2	13	8	8	2	0	6	13	19	4	1	0
X	95274690	95274808	5	2	0	10	10	11	0	10	2	4	4	4	5	6	25	0	0	0
2	218801402	218801469	0	4	5	7	9	15	0	0	12	4	4	0	8	5	18	5	8	0
X	135679631	135679779	4	4	0	16	24	24	13	10	24	8	12	0	17	4	30	2	4	4
15	30362562	30362636	0	3	0	18	13	10	0	9	8	2	5	5	10	16	38	9	4	6
20	64153793	64153864	4	0	0	4	10	6	4	12	22	2	3	4	14	4	38	8	12	0
8	138403644	138403777	0	2	0	5	22	7	10	0	11	0	0	3	2	14	4	8	5	3
10	40593276	40593743	8	28	4	172	160	167	152	161	152	78	109	66	154	162	32	98	82	77
15	98437966	98438052	2	1	2	10	8	16	10	14	0	2	5	0	12	7	29	4	0	2
X	66497207	66497268	2	0	0	10	0	6	5	7	5	0	4	0	12	4	22	1	2	0
9	44835738	44836052	2	9	0	42	34	40	28	32	36	10	20	12	26	26	14	14	16	2
3	20922154	20922214	0	0	0	4	4	12	4	8	10	0	2	0	4	14	18	2	8	7
4	50263147	50263304	4	0	2	23	33	23	20	31	16	2	18	4	16	25	2	14	4	5
6	133559198	133559305	0	7	4	31	12	17	1	3	0	0	2	1	6	5	6	5	0	5
2	37831186	37831287	0	0	2	16	18	11	6	17	5	4	4	1	12	10	22	6	0	6
X	83655556	83655634	0	0	0	13	8	10	4	4	7	0	2	0	8	5	26	5	2	2
19	14595836	14596026	6	2	0	18	22	15	27	33	30	4	6	6	22	23	94	9	12	10
X	79450422	79450492	0	0	3	16	2	10	16	14	12	8	2	0	6	9	28	8	4	2
7	2789580	2789663	0	9	0	6	10	13	4	10	2	0	8	10	9	4	28	2	0	4
6	6658978	6659126	6	11	0	13	30	23	61	43	58	64	58	55	38	22	54	32	30	47
7	59082281	59082451	1	0	2	12	26	29	15	12	12	3	0	4	9	13	6	4	1	3
8	41545082	41545385	8	8	2	43	66	54	69	100	96	95	91	89	75	60	197	62	60	56
X	54432121	54432198	0	0	2	4	14	9	4	4	10	4	7	6	7	1	22	0	0	0
3	81319968	81320075	4	0	0	8	8	19	17	16	14	0	8	1	2	14	4	5	12	2
3	67989020	67989130	0	7	0	8	16	20	6	2	20	4	7	7	10	12	28	0	10	6
X	97794995	97795061	1	1	0	14	1	5	6	4	13	0	2	0	8	4	22	2	0	0
X	50137161	50137223	0	0	1	12	15	2	6	6	8	0	0	2	4	9	17	3	1	0
7	58979523	58979713	9	6	2	27	17	34	8	16	10	2	2	0	18	34	2	4	2	2
X	78238319	78238387	0	0	1	12	12	2	0	9	5	0	4	0	14	4	18	3	4	2
16	14758610	14758715	5	0	7	18	9	15	8	6	10	1	0	2	8	6	36	3	8	0
X	46271314	46271386	1	0	0	18	11	10	6	6	4	1	6	0	11	16	24	7	6	2
21	44107062	44107523	8	10	14	145	219	244	153	183	156	140	110	114	145	121	296	58	90	100
11	44530423	44530646	2	10	0	39	26	22	36	50	76	38	27	34	38	20	36	19	28	16
X	1235070	1235134	0	2	0	8	5	0	12	10	12	2	2	6	10	6	32	4	4	0
8	57249435	57249822	0	5	1	24	27	23	24	8	23	16	16	4	12	26	74	12	8	5
7	70744302	70744379	6	0	2	14	8	5	10	5	2	0	4	6	2	8	24	0	0	0
4	22245908	22245971	2	0	2	2	6	14	8	10	4	0	0	0	8	2	18	0	0	4
X	3966383	3966503	2	0	2	24	10	16	5	8	18	0	1	6	11	17	32	3	4	4
X	121281835	121282010	6	4	0	14	23	14	10	12	4	0	6	0	14	1	16	5	2	2
10	111990520	111990600	1	0	2	16	5	9	6	2	13	2	2	0	9	24	20	7	6	0
21	43375117	43375227	0	4	2	10	15	22	14	10	10	0	4	8	15	24	44	6	2	4
14	17355042	17355279	4	5	4	22	24	43	23	26	10	0	2	2	17	24	12	4	4	2
8	106375880	106375964	6	0	2	8	18	17	5	6	11	8	0	0	4	25	24	7	6	2
